210,189,158
212,191,160
218,195,164
222,199,168
227,204,173
226,203,172
229,208,179
226,205,176
224,204,177
230,213,187
231,213,189
229,213,190
227,212,191
233,218,199
235,220,201
233,220,201
234,221,204
234,221,204
15,21,19
15,21,19
15,21,19
16,22,20
17,23,21
16,22,20
15,21,19
14,20,18
16,22,20
15,21,19
14,20,18
14,20,18
14,20,18
14,20,18
14,20,18
14,20,18
16,22,20
17,23,21
18,24,22
18,24,22
18,24,22
18,24,22
18,24,20
18,24,20
19,25,21
19,25,21
19,26,19
18,25,18
18,25,18
20,27,20
23,30,23
25,32,25
26,31,24
28,33,26
30,35,28
30,35,28
30,35,28
31,36,29
33,38,31
35,40,33
37,42,35
37,42,35
37,42,35
37,42,35
39,42,35
39,42,35
40,43,36
41,44,35
40,46,34
40,48,33
43,51,36
47,53,39
48,54,40
53,59,45
61,67,53
68,74,60
68,72,57
72,76,61
65,68,51
81,84,67
78,81,64
61,62,44
67,68,50
57,60,43
51,57,47
39,49,40
54,64,55
37,45,34
50,58,45
33,41,26
26,35,18
50,59,42
72,79,63
59,66,50
36,43,27
33,41,26
19,27,14
19,27,14
5,13,2
4,11,3
11,16,12
8,10,7
5,7,2
6,8,3
6,9,2
3,6,0
3,6,0
5,8,0
1,4,0
5,8,0
3,4,0
9,10,5
0,0,0
10,10,8
6,4,5
2,0,1
6,5,3
1,0,0
6,4,5
1,0,0
5,5,5
0,0,0
13,15,12
5,7,2
10,11,5
3,5,0
30,31,17
32,33,17
61,60,40
106,104,81
111,107,82
133,127,101
142,135,109
199,189,164
218,206,182
226,214,190
220,208,184
218,206,182
227,212,189
239,224,201
231,216,193
224,209,186
222,207,184
219,204,181
219,204,181
226,211,188
224,209,186
216,200,175
218,198,173
217,196,169
214,193,166
213,189,161
212,189,158
213,190,159
218,193,163
223,198,168
229,206,175
232,209,178
229,208,179
225,204,177
232,212,187
234,217,191
227,209,185
230,214,191
233,218,197
237,222,203
235,222,205
234,221,204
235,222,206
234,222,206
15,21,19
15,21,19
14,20,18
15,21,19
16,22,20
16,22,20
16,22,20
15,21,19
16,22,20
15,21,19
14,20,18
13,19,17
13,19,17
13,19,17
13,19,17
13,19,17
15,21,19
16,22,20
16,22,20
16,22,20
16,22,20
16,22,20
16,22,18
16,22,18
17,23,19
17,23,19
16,23,16
14,21,14
14,21,14
17,24,17
20,27,20
22,29,22
23,28,21
25,30,23
28,33,26
29,34,27
29,34,27
30,35,28
31,36,29
33,38,31
34,39,32
35,40,33
35,40,33
35,40,33
36,39,32
36,39,32
37,40,33
35,41,31
38,46,33
38,46,31
42,50,35
45,53,38
47,53,39
53,59,45
63,69,55
72,76,62
71,75,60
68,70,56
82,85,68
116,117,99
101,100,82
73,72,52
80,77,58
62,63,47
54,60,50
59,66,58
50,58,47
58,64,52
57,61,47
41,45,28
78,81,62
98,101,80
105,108,87
96,99,80
98,101,82
72,76,59
20,24,9
20,26,12
40,46,34
29,35,25
16,18,13
8,10,5
2,4,0
4,7,0
7,10,3
7,10,3
4,7,0
3,6,0
0,2,0
4,7,0
11,12,6
15,16,10
7,8,3
4,3,1
5,4,2
12,8,7
8,4,1
13,9,6
34,30,27
16,15,13
17,16,14
5,5,3
24,25,20
24,25,19
5,6,0
13,13,1
21,22,6
38,37,19
55,53,32
89,85,60
111,107,80
94,88,62
149,139,114
191,181,156
206,194,170
222,210,186
219,207,183
214,202,178
222,207,184
238,223,200
226,211,188
221,206,183
223,208,185
216,201,178
212,197,174
222,207,184
222,207,184
215,199,174
218,198,171
220,196,170
215,191,163
212,188,160
212,189,158
214,191,160
221,196,166
229,204,174
233,210,179
237,214,183
233,212,183
230,211,181
240,223,195
239,222,196
225,209,183
230,214,191
237,222,201
240,225,206
237,224,207
236,223,206
236,224,208
236,224,208
15,19,18
14,18,17
14,18,17
15,19,18
16,20,19
16,20,19
16,20,19
16,20,19
15,19,18
14,18,17
13,17,16
13,17,16
14,18,17
14,18,17
14,18,17
13,17,16
15,19,20
14,18,19
14,18,17
14,18,17
14,18,17
14,18,17
14,18,17
14,18,17
14,18,17
15,19,18
15,20,16
13,18,14
14,19,15
17,22,18
20,25,21
21,26,20
22,27,20
25,30,23
28,33,26
29,34,27
29,34,27
30,35,28
30,35,28
31,36,29
32,37,30
33,38,31
33,38,31
33,38,31
32,37,30
31,36,29
31,36,29
32,37,30
35,43,32
34,42,29
38,46,33
42,50,37
44,50,38
51,57,45
65,69,55
71,75,61
75,77,63
90,91,77
125,123,108
132,129,112
105,99,83
85,80,61
83,76,58
77,74,57
76,78,67
62,65,56
43,46,35
102,104,90
57,58,40
99,98,78
149,147,124
142,138,113
133,129,104
111,107,82
101,96,74
88,86,65
86,87,69
52,53,37
46,48,34
54,56,43
9,11,0
12,13,5
10,11,3
4,5,0
1,4,0
2,4,0
1,4,0
0,2,0
9,12,5
0,2,0
0,1,0
10,9,4
39,38,33
19,16,11
10,7,2
19,14,8
40,36,27
46,42,33
31,27,18
59,56,49
42,39,32
5,5,0
27,27,19
25,25,15
14,14,2
18,16,3
41,40,22
54,51,32
63,58,36
103,97,73
132,126,100
120,113,85
147,137,110
185,173,147
194,182,156
212,200,174
218,203,180
213,198,175
215,200,177
227,212,189
218,203,180
214,199,176
224,209,186
218,203,180
208,194,168
214,200,174
215,201,175
215,199,174
217,196,169
220,194,167
217,191,164
215,189,162
217,192,162
219,194,164
223,198,168
232,207,177
235,212,181
235,212,181
233,212,183
234,213,184
241,221,194
236,219,193
225,209,183
230,214,189
234,219,200
235,222,205
236,223,206
237,224,207
237,225,209
236,224,208
14,18,17
13,17,16
13,17,16
14,18,17
15,19,18
16,20,19
16,20,19
16,20,19
14,18,17
13,17,16
12,16,15
12,16,15
13,17,16
14,18,17
14,18,17
13,17,16
13,17,16
13,17,18
12,16,15
12,16,15
12,16,15
12,16,15
12,16,15
12,16,15
10,14,13
12,16,15
13,18,14
13,18,14
14,19,15
17,22,18
19,24,20
19,24,20
22,27,21
25,30,23
28,33,26
30,35,28
30,35,28
29,34,27
30,35,28
30,35,28
31,36,29
31,36,29
32,37,30
31,36,29
30,35,28
29,34,27
29,34,27
29,34,27
32,39,31
30,38,27
34,42,31
39,45,33
39,45,33
50,54,40
63,65,52
70,72,58
82,83,69
128,126,111
161,158,141
120,115,96
87,80,62
86,78,59
79,71,52
99,92,74
75,73,60
54,55,41
102,100,85
108,105,86
165,160,138
183,177,151
170,163,135
167,158,129
150,139,109
114,103,75
79,69,42
58,51,25
38,32,8
59,54,34
51,48,29
13,12,0
14,12,0
29,30,16
33,35,22
17,18,10
3,6,0
5,7,2
7,9,6
4,6,3
1,3,0
7,8,3
1,0,0
21,18,11
33,30,21
27,23,12
45,39,27
112,106,92
118,111,95
101,94,76
15,9,0
102,96,82
86,83,68
26,22,10
53,49,37
33,29,17
49,46,31
44,41,24
13,10,0
24,19,0
62,56,32
101,94,68
147,140,112
159,149,122
167,155,129
198,186,160
197,185,159
206,194,168
213,198,175
210,195,172
211,196,173
221,206,183
216,201,178
212,197,174
228,213,190
225,210,187
211,197,171
210,196,170
212,198,172
220,203,177
221,197,171
224,198,171
221,195,168
219,193,166
220,195,165
218,193,163
218,193,163
224,199,169
234,211,180
227,204,173
228,207,178
229,210,180
228,211,183
227,210,182
222,206,180
227,211,186
229,214,193
230,217,200
233,220,203
235,222,205
237,226,208
235,223,207
11,16,12
12,17,13
13,18,14
12,17,13
13,18,14
15,20,16
15,20,16
14,19,15
12,17,13
12,17,13
12,17,13
12,17,13
13,18,14
12,17,13
11,16,12
10,14,13
10,14,13
10,14,13
10,14,13
10,14,13
10,14,13
9,13,12
9,13,12
9,13,12
8,12,11
9,13,12
10,15,11
11,16,12
13,18,14
14,19,15
16,21,17
18,23,19
21,26,20
23,28,22
25,30,24
27,32,26
27,32,26
27,32,26
28,33,27
28,33,27
27,32,26
25,30,24
24,29,23
25,30,24
25,30,24
24,29,23
24,29,23
25,30,24
24,31,24
30,37,29
29,35,25
34,40,28
37,40,29
56,58,45
73,74,60
89,86,71
145,139,123
166,159,141
135,126,109
99,91,72
83,72,54
98,85,66
113,100,81
85,74,56
107,100,82
120,113,94
158,150,129
195,184,162
202,190,164
200,185,156
183,166,136
148,132,99
106,87,54
74,55,22
57,41,8
55,40,11
47,33,6
48,36,10
58,48,23
55,49,25
52,50,27
20,19,0
7,8,0
8,8,0
14,15,9
0,0,0
4,4,4
4,4,6
3,3,3
6,5,3
6,3,0
5,1,0
44,38,24
79,72,54
98,90,69
163,156,130
171,161,134
171,162,133
80,73,45
89,82,56
114,108,86
40,33,14
88,83,63
57,52,33
73,68,48
101,96,76
58,53,33
42,36,14
32,24,1
74,64,39
156,146,119
177,165,139
179,168,140
194,180,153
207,193,167
207,193,167
209,194,171
213,198,175
210,195,172
212,197,174
210,195,172
219,204,181
228,213,190
225,210,187
217,201,176
216,200,175
219,203,177
220,203,177
226,202,176
227,200,173
224,197,170
220,193,166
216,191,161
216,191,161
219,194,164
221,196,166
222,199,168
221,198,167
223,202,173
225,206,176
221,204,176
223,206,178
226,211,182
225,209,184
221,206,185
226,211,192
232,219,200
237,224,207
235,224,206
236,225,207
10,15,11
11,16,12
12,17,13
11,16,12
12,17,13
14,19,15
14,19,15
14,19,15
11,16,12
11,16,12
11,16,12
11,16,12
11,16,12
11,16,12
9,14,10
8,13,9
9,13,12
8,12,11
8,12,11
8,12,11
8,12,11
8,12,11
8,12,11
8,12,11
7,11,10
8,12,11
9,14,10
10,15,11
11,16,12
12,17,13
14,19,15
16,21,17
17,22,16
18,23,17
21,26,20
22,27,21
23,28,22
23,28,22
23,28,22
23,28,22
23,28,22
21,26,20
20,25,19
21,26,20
21,26,20
20,25,19
20,25,19
21,26,20
24,31,24
22,29,22
25,30,23
32,35,24
45,45,33
68,66,53
96,90,74
139,132,114
166,158,139
135,124,104
125,112,93
106,93,74
133,118,97
109,94,73
103,88,67
156,141,120
125,113,91
188,176,152
221,207,181
207,191,165
204,187,157
183,164,131
133,113,78
120,98,61
129,105,67
120,98,61
128,108,73
101,82,49
96,80,47
120,103,73
98,83,54
82,71,43
55,51,22
16,16,0
20,19,0
1,2,0
9,9,0
8,9,4
7,7,7
2,0,3
11,9,10
13,9,8
12,7,1
18,12,0
43,35,16
137,127,102
133,122,92
192,182,147
209,196,161
201,189,151
146,136,100
151,140,108
150,141,110
68,58,31
84,77,51
62,54,31
85,77,54
139,133,109
106,100,76
51,43,20
74,64,39
72,62,35
139,127,101
181,169,143
178,164,137
183,169,142
200,186,160
209,195,169
207,192,169
209,194,171
212,197,174
214,199,176
210,195,172
217,202,179
225,210,187
224,209,186
220,204,179
221,205,180
223,207,181
225,205,178
223,199,171
224,197,170
221,194,167
219,192,165
216,191,161
217,192,162
219,194,164
220,197,166
222,199,168
221,200,169
224,205,175
225,206,176
221,204,176
224,207,179
227,212,183
226,210,184
223,208,185
228,213,194
233,220,201
236,223,204
235,224,204
237,226,206
8,13,9
9,14,10
10,15,11
10,15,11
11,16,12
12,17,13
13,18,14
12,17,13
10,15,11
10,15,11
9,14,10
9,14,10
9,14,10
8,13,9
7,12,8
6,11,7
7,12,8
7,12,8
7,12,8
6,11,7
6,11,7
6,11,7
6,11,7
6,11,7
5,10,6
6,11,7
7,12,8
8,13,9
9,14,10
10,15,11
12,17,13
13,18,14
15,17,12
17,19,14
19,21,16
20,22,17
18,23,17
19,24,18
19,24,18
19,24,18
19,24,18
17,22,16
17,22,16
17,22,16
18,23,17
17,22,16
17,22,16
18,23,17
17,23,19
20,25,19
27,30,23
34,34,24
60,56,44
94,87,71
148,137,119
187,174,155
133,117,94
174,158,133
163,145,121
163,145,121
137,121,98
140,124,101
165,149,126
182,166,143
216,200,174
232,215,185
224,207,177
209,190,158
175,155,120
145,121,85
157,131,94
174,149,109
164,139,99
162,137,97
155,131,93
146,122,86
141,118,84
135,115,82
122,103,70
108,93,60
57,51,19
12,11,0
8,6,0
16,15,0
7,5,0
5,5,0
14,13,9
12,11,9
23,19,16
15,10,4
7,0,0
14,6,0
69,57,31
171,158,126
191,177,140
197,182,141
212,195,152
211,196,153
196,183,141
180,166,127
167,154,119
131,118,84
137,126,96
114,105,76
115,105,78
155,145,118
152,142,117
147,137,112
76,66,39
85,73,47
138,124,98
183,169,142
182,168,141
177,163,136
192,178,151
208,194,168
205,190,167
206,191,168
215,200,177
217,202,179
212,197,174
216,201,178
224,208,185
226,210,187
225,209,184
226,210,184
228,211,185
227,207,180
222,198,170
222,197,167
220,195,165
219,194,164
219,194,164
220,195,165
221,198,167
222,199,168
223,199,171
224,203,174
227,208,178
226,207,177
223,206,176
227,210,180
230,215,184
228,213,184
227,213,187
232,217,196
235,220,199
236,221,200
234,222,200
236,223,204
6,11,7
7,12,8
8,13,9
8,13,9
9,14,10
11,16,12
11,16,12
11,16,12
9,14,10
9,14,10
8,13,9
7,12,8
7,12,8
6,11,7
5,10,6
4,9,5
5,10,6
5,10,6
5,10,6
5,10,6
5,10,6
5,10,6
5,10,6
5,10,6
4,9,5
5,10,6
6,11,7
6,11,7
7,12,8
8,13,9
10,15,11
11,16,12
14,16,11
16,18,13
17,19,14
18,20,15
17,22,16
17,22,16
18,23,17
18,23,17
18,23,17
17,22,16
16,21,15
17,22,16
17,22,16
17,22,16
17,22,16
17,22,16
13,19,15
22,27,21
21,22,14
44,42,30
110,103,87
123,112,92
196,181,158
158,141,115
200,179,152
191,170,141
170,149,120
160,139,112
158,138,111
197,180,154
229,211,187
222,205,179
240,221,189
226,206,173
205,185,152
169,146,112
167,143,107
186,162,124
182,157,117
184,159,118
192,167,126
188,163,123
170,145,105
171,147,109
175,153,114
170,148,111
156,136,99
120,104,70
75,66,33
60,56,27
66,62,37
55,53,32
45,44,26
29,27,14
22,19,10
55,52,43
22,18,9
31,25,13
22,13,0
76,64,40
136,121,90
207,189,153
209,190,148
213,195,149
208,187,140
210,189,142
207,189,143
179,162,118
158,143,102
166,152,115
182,169,135
165,154,122
176,165,135
182,173,144
172,163,134
148,137,109
148,137,109
95,84,56
117,103,76
171,157,130
188,174,147
185,171,144
190,176,149
204,190,163
207,193,167
208,193,170
216,201,178
217,202,179
214,199,176
216,201,178
223,207,184
228,212,187
229,213,187
230,214,188
228,211,185
225,205,178
225,201,173
225,200,170
223,198,168
223,198,168
224,199,169
225,202,171
226,203,172
224,203,172
225,204,175
227,208,178
229,210,180
227,208,178
227,210,180
233,216,186
233,218,187
228,213,184
232,218,192
236,221,198
236,221,198
233,218,195
231,219,195
232,220,196
5,10,6
6,11,7
7,12,8
6,11,7
7,12,8
9,14,10
9,14,10
9,14,10
9,14,10
8,13,9
7,12,8
6,11,7
6,11,7
5,10,6
4,9,5
4,9,5
5,10,4
5,10,4
5,10,4
4,9,3
4,9,3
4,9,3
4,9,5
4,9,5
4,9,5
4,9,5
5,10,6
5,10,6
6,11,7
7,12,8
8,13,9
9,14,10
13,15,10
14,16,11
16,18,13
17,19,14
17,19,14
17,19,14
16,21,15
17,22,16
16,21,15
16,21,15
16,21,15
16,21,15
15,22,15
16,23,16
15,22,15
15,22,15
17,24,17
15,20,13
27,29,18
92,89,74
128,120,99
204,190,164
193,174,144
197,174,142
176,150,117
188,162,127
163,137,104
170,146,112
188,165,134
227,206,177
233,216,188
244,227,199
241,221,188
215,192,158
183,160,126
188,166,129
192,168,130
191,167,129
206,182,144
200,174,137
193,167,130
171,147,109
173,149,111
168,146,107
168,146,107
184,164,127
182,162,125
173,157,123
158,149,118
156,151,122
147,143,118
132,127,105
117,115,94
102,99,80
113,110,93
92,89,72
49,44,24
36,28,7
105,93,67
167,152,123
188,169,136
218,196,157
219,196,154
219,195,149
214,191,141
209,186,136
199,177,130
186,165,120
154,135,93
162,144,106
187,171,137
190,175,142
202,189,157
211,197,168
173,159,130
140,126,99
133,119,92
150,136,107
149,134,105
149,134,105
185,170,141
200,185,156
200,186,159
205,191,165
210,195,172
209,194,171
215,200,179
217,202,181
214,199,178
215,200,179
223,207,184
231,215,192
234,216,192
233,216,190
229,212,184
225,205,178
228,207,178
228,205,174
227,204,173
227,204,173
228,205,174
228,207,176
228,207,176
228,207,176
232,211,182
232,213,183
230,211,181
228,211,181
233,216,186
238,221,191
235,218,188
229,212,184
236,220,194
240,224,199
238,222,197
233,217,194
232,217,194
233,218,195
5,10,6
6,11,7
6,11,7
6,11,7
6,11,7
7,12,8
8,13,9
7,12,8
7,12,8
6,11,7
5,10,6
5,10,6
4,9,5
4,9,5
4,9,5
3,8,4
4,9,3
4,9,3
4,9,3
4,9,3
4,9,3
4,9,3
4,9,5
4,9,5
3,8,4
4,9,5
4,9,5
5,10,6
5,10,6
6,11,7
7,12,8
8,13,9
11,13,8
12,14,9
13,15,10
13,15,10
14,16,11
14,16,11
13,18,12
14,19,13
13,18,12
13,18,12
13,18,12
13,18,12
13,20,13
14,21,14
13,20,13
12,19,12
13,20,13
11,17,7
28,28,16
122,117,98
189,177,153
197,180,150
196,173,139
190,162,125
200,171,131
170,138,99
176,147,107
171,143,106
240,216,180
233,213,180
239,220,188
239,220,188
205,185,150
176,154,117
189,167,130
205,183,146
205,183,146
208,186,149
201,179,142
196,174,137
195,173,136
184,162,125
188,168,131
197,177,140
190,170,133
189,171,133
194,176,138
182,166,132
157,146,118
138,131,105
110,104,80
117,113,88
98,96,71
118,116,91
112,110,85
102,98,71
137,132,102
164,155,124
187,174,140
165,147,111
211,189,150
216,193,152
229,202,159
220,191,147
212,184,136
216,190,141
195,168,123
186,162,118
152,131,88
166,147,107
197,179,143
202,186,152
211,196,163
187,174,142
165,151,122
153,139,110
144,130,101
170,157,125
188,173,142
159,144,113
182,167,138
211,196,167
211,197,170
211,197,170
214,200,174
209,194,171
216,201,180
219,204,183
214,199,178
215,200,179
224,208,185
232,216,191
235,218,192
233,216,190
230,213,185
229,210,180
230,209,178
231,208,177
230,207,176
228,207,176
229,208,177
231,210,179
232,211,180
231,212,180
237,218,188
236,217,187
231,214,184
232,215,185
238,221,191
240,223,193
234,217,187
230,213,183
235,220,191
240,224,198
237,221,195
232,216,191
233,219,193
235,221,195
5,10,6
6,11,7
6,11,7
5,10,6
5,10,6
6,11,7
7,12,8
6,11,7
6,11,7
5,10,6
3,8,4
3,8,4
3,8,4
3,8,4
3,8,4
3,8,4
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
3,8,2
4,9,3
4,9,3
4,9,3
4,9,3
6,11,5
7,12,6
8,10,5
9,11,6
10,12,7
10,12,7
10,12,7
11,13,8
10,15,9
11,16,10
10,15,9
11,16,10
11,16,10
10,15,9
10,17,10
11,18,11
11,18,11
9,16,9
9,16,8
12,18,6
67,68,52
158,151,132
201,187,160
192,172,139
197,172,132
195,163,122
173,140,95
171,137,92
176,143,100
224,195,153
244,219,179
233,211,174
245,226,193
206,187,154
164,144,109
196,176,139
206,186,149
216,196,159
223,203,166
209,189,154
204,184,149
210,190,155
211,193,157
227,209,173
210,192,156
203,185,149
182,164,128
155,137,101
130,112,76
63,48,15
31,19,0
21,13,0
31,25,1
42,36,12
91,87,60
135,132,101
99,96,63
171,168,133
186,181,143
194,185,146
170,156,117
201,182,142
223,200,159
221,193,153
227,195,156
226,194,153
216,185,139
225,194,148
190,161,117
185,157,117
159,136,95
186,164,127
205,185,150
208,189,157
207,190,160
186,171,140
187,172,141
190,175,144
172,157,126
174,159,126
205,190,157
185,170,137
196,181,150
218,203,174
216,200,174
217,201,176
216,201,178
213,198,175
221,209,187
219,207,185
217,202,181
218,203,182
227,211,188
234,218,195
233,215,191
230,213,187
232,212,185
232,213,183
232,211,180
232,212,179
232,211,180
231,210,179
232,211,180
233,214,182
235,216,184
237,218,186
239,220,190
236,219,189
234,217,187
236,219,189
241,224,194
238,221,191
232,215,185
231,214,184
233,216,188
240,223,195
235,220,191
230,214,188
233,217,191
235,219,193
5,10,6
6,11,7
6,11,7
5,10,6
5,10,6
6,11,7
6,11,7
5,10,6
4,9,5
3,8,4
2,7,3
2,7,3
2,7,3
2,7,3
2,7,3
2,7,3
3,8,2
3,8,2
3,8,2
3,8,2
2,7,1
2,7,1
2,7,1
2,7,1
2,7,1
2,7,1
3,8,2
3,8,2
3,8,2
3,8,2
5,10,4
6,11,5
5,10,6
8,10,7
8,10,5
9,11,6
9,11,6
10,12,7
9,14,8
10,15,9
8,13,7
9,15,11
9,15,11
8,15,8
9,16,9
11,16,9
11,16,9
8,14,4
16,19,10
20,21,7
119,112,93
190,176,150
200,180,147
202,174,135
196,163,118
165,131,85
173,136,91
181,147,101
214,181,138
247,218,176
224,201,160
239,220,180
206,188,150
164,148,112
211,193,157
211,193,157
224,206,170
223,205,169
209,191,155
211,193,157
223,204,171
227,211,177
204,188,154
196,180,146
172,157,124
133,118,85
93,80,46
68,55,21
58,45,13
54,43,13
46,34,10
33,22,0
45,37,14
